LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1734243595.674812,554553.000,22920,2,AK,1,100,RD
1734243595.675812,554554.000,22922,2,AK,1,100,22100
1734243595.676812,554555.000,22922,2,AK,1,100,RD
1734243595.695312,554573.500,22925,2,AK,1,100,22923
1734243595.713812,554592.000,22925,2,AK,1,100,RD
1734243598.250341,557128.500,23721,2,AK,1,100,22923
1734243600.786871,559665.000,23721,2,AK,1,100,RD
1734243600.800871,559679.000,23724,2,AK,1,100,23722
1734243600.814871,559693.000,23724,2,AK,1,100,RD
1734243603.354901,562233.000,24560,2,AK,1,100,23722
1734243605.894930,564773.000,24560,2,AK,1,100,RD
1734243605.924430,564802.500,24563,2,AK,1,100,24561
1734243605.953931,564832.000,24563,2,AK,1,100,RD
1734243608.478960,567357.000,25402,2,AK,1,100,24561
1734243611.003989,569882.000,25402,2,AK,1,100,RD
1734243613.559518,572437.500,26244,2,AK,1,100,25403
1734243616.115048,574993.000,26244,2,AK,1,100,RD
1734243616.117548,574995.500,26246,2,AK,1,100,25403
1734243616.120048,574998.000,26246,2,AK,1,100,RD
1734243616.159549,575037.500,26249,2,AK,1,100,26247
1734243616.199049,575077.000,26249,2,AK,1,100,RD
1734243618.732078,577610.000,27087,2,AK,1,100,26247
1734243621.265108,580143.000,27087,2,AK,1,100,RD
1734243621.292108,580170.000,27090,2,AK,1,100,27088
1734243621.319108,580197.000,27090,2,AK,1,100,RD
1734243623.846137,582724.000,27926,2,AK,1,100,27088
1734243626.373167,585251.000,27926,2,AK,1,100,RD
1734243626.386167,585264.000,27929,2,AK,1,100,27927
1734243626.399167,585277.000,27929,2,AK,1,100,RD
1734243628.940196,587818.000,28769,2,AK,1,100,27927
1734243631.481225,590359.000,28769,2,AK,1,100,RD
1734243631.490726,590368.500,28772,2,AK,1,100,28770
1734243631.500226,590378.000,28772,2,AK,1,100,RD
1734243634.057755,592935.500,29630,2,AK,1,100,28770
1734243636.615285,595493.000,29630,2,AK,1,100,RD
1734243636.637785,595515.500,29633,2,AK,1,100,29631
1734243636.660285,595538.000,29633,2,AK,1,100,RD
1734243639.191315,598069.000,30473,2,AK,1,100,29631
1734243641.722344,600600.000,30473,2,AK,1,100,RD
1734243641.740344,600618.000,30476,2,AK,1,100,30474
1734243641.758344,600636.000,30476,2,AK,1,100,RD
1734243644.294374,603172.000,31307,2,AK,1,100,30474
1734243646.830403,605708.000,31307,2,AK,1,100,RD
1734243646.847403,605725.000,31310,2,AK,1,100,31308
1734243646.864403,605742.000,31310,2,AK,1,100,RD
1734243649.401433,608279.000,32142,2,AK,1,100,31308
1734243651.938462,610816.000,32142,2,AK,1,100,RD
1734243651.953962,610831.500,32145,2,AK,1,100,32143
1734243651.969462,610847.000,32145,2,AK,1,100,RD
1734243654.509492,613387.000,32982,2,AK,1,100,32143
1734243657.049521,615927.000,32982,2,AK,1,100,RD
1734243657.063521,615941.000,32985,2,AK,1,100,32983
1734243657.077522,615955.000,32985,2,AK,1,100,RD
1734243659.637551,618515.000,33824,2,AK,1,100,32983
1734243662.197581,621075.000,33824,2,AK,1,100,RD
1734243662.206081,621083.500,33827,2,AK,1,100,33825
1734243662.214581,621092.000,33827,2,AK,1,100,RD
1734243664.765610,623643.000,34669,2,AK,1,100,33825
1734243667.316640,626194.000,34669,2,AK,1,100,RD
1734243667.333640,626211.000,34672,2,AK,1,100,34670
